,_id,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_938,5d89be1b508ace52538d8b27,ollaww,........................................,None,,Non-Smoker with Prefer Not To Say body type," Austin, Texas ","65 year old Male, 5' 11"" (180cm), Non-religious",Mixed Race,ollaww wants to find someone to marry.,Masters Degree,Animal Lover,professional ,Woman,Long Term,Not Completed,Not Completed,Prefer Not To Say,Prefer Not To Say,Single,No,Black,Brown,Prefer Not To Say,No,Over 5 years,Not Ambitious,Cat & Dog,,65,M,Cancer
match_939,5d89be1b508ace52538d8b28,rodpalace,"Love fun, I’m athletic, affectionate.","['Cycling', 'Boating', 'Dancing']","I love people, practice yoga , exercise very regular and enjoy outdoors. Looking for activity partner for ALL. I’m an older experienced gentleman. ??",Non-Smoker with Prefer Not To Say body type," Bastrop, Texas ","62 year old Male, 5' 8"" (173cm), Christian - other",Caucasian,rodpalace is looking for a relationship.,Some college,Athletic,Mgr,Woman,Hang Out,Not Completed,Not Completed,Prefer Not To Say,Does not want children,Divorced,No,Brown,Green,Yes,No,Over 10 years,Very Ambitious,No Pets,,62,M,Capricorn
match_94,5d89be1a508ace52538d87db,NicRandall,Rescue me / dont have &quot;meet me&quot; option,None,"Animal lover,classic cars,bikes,favorite music motown soulful music,health conscious,love mountains,ride backroads hillcountry on my Harley trike.",Non-Smoker with Athletic body type," Kyle, Texas ","65 year old Male, 6' 3"" (191cm), Christian - other",Caucasian,NicRandall is looking for a relationship.,Some college,Animal Lover,Retired,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Grey,Blue,Yes,Yes,Over 7 years,Somewhat Ambitious,Dog,,65,M,Taurus
match_940,5d89be1b508ace52538d8b29,Lukeseesyou,Looking for me,None,"I happen to be the most interesting man you've met, I won the most handsome mans contest before a date was set. Perhaps I exaggerated just a little. lol. When I was 8, I saw acrobats in the circus and thought it would be pretty cool to swing from a jungle gym rope…with my teeth. Lost a tooth with that stunt. Monday through Friday, I'm a consultant. It's rewarding to solve real-world problems. Balance to me is important and at the end of a work day. I could do a few laps in the pool. I like an impromptu BBQ with a decent bottle of wine.I can be forthright and direct when I need to be. Not in a bar fight kind of way, but I do know how to get what I want.I am looking for:I love intimacy and getting swept up in a new relationship, that whirlwind when you meet someone and fall for them instantly. I think true romance is about getting to know someone and connecting on a deep level. It’s more than just chemistry and attraction. I want to meet someone who will introduce me to new things, adore (or put up with) my wacky moods and keep me in line. I am looking for a woman who is confident. Someone who likes to play but can keep it real, who's intelligent and funny, beautiful and patient. Someone who is loyal and makes me feel safe. I would like a woman who can surprise me every now and then. A woman who will support me, tell me if I'm wrong and will want me to do the same to her.",Non-Smoker with Average body type," Austin, Texas ","60 year old Male, 6' 0"" (183cm), Catholic",Caucasian,Lukeseesyou is actively seeking a relationship.,Masters Degree,Professional,Consultant,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Grey,Brown,Yes,No,Over 10 years,Ambitious,No Pets,,60,M,Capricorn
match_941,5d89be1b508ace52538d8b2a,handsomedave000,looking for a normalcy and a positivity,"['Dyi home projects', 'Tools', 'Sports']","Well I think the best approach to this description is to say the least!! We are on these sites because it is difficult to meet new people. Typically you don’t want to date someone at work and you don’t want to date someone in your sphere of friends because that can lead to gossip and bars are ridiculous unless you enjoy wearing handcuffs so what’s left is dating sites. I am fun to be with , enjoy the ups and downs of life and am normal laid back guy . Not a braggart or big mouth",Non-Smoker with Thin body type," San antonio, Texas ","60 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,handsomedave000 is actively seeking a relationship.,PhD / Post Doctoral,Intellectual,ret. chiropractor,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Divorced,No,Brown,Brown,Yes,No,Over 10 years,Somewhat Ambitious,No Pets,,60,M,Taurus
match_942,5d89be1b508ace52538d8b2b,elinyogood,I'm looking for that special person,None,"I pride myself as a gentleman and like to treat a lady as a lady. I enjoy making every occasion special, good company and conversation. I would not describe myself as boring as I believe life is here to be lived so that it's worth remembering. I have traveled far and wide but still there are a lot of places to see before the parrot falls off it's perch. I am a very warm and friendly person with a good sense of humor. I am passionate and complex. I give freely of myself and I am always ready to lend a hand to someone who needs me.I am strong and independent and no matter how bad things get I am always looking for that silver lining. I still believe in true love and I believe that life is magical and I dont sweat the small stuff. i am very spontaneous and adventurous and I love the outdoors. I believe strongly in family and celebrating tradition. I am a devoted, loving person and to have part of me is to have all of me.. My friends says I am a intelligent, health conscious, outgoing & sensitive person, kind hearted, caring, quick sense of humor, and reliable.",Non-Smoker with Athletic body type," Del valle, Texas ","55 year old Male, 5' 11"" (180cm), Catholic",Caucasian,elinyogood wants to find someone to marry.,Bachelors Degree,Free Thinker,Work,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Black,Brown,Yes,No,Over 10 years,Very Ambitious,Dog,German,55,M,Cancer
match_943,5d89be1b508ace52538d8b2c,bluesdancer,"Fit, smart, kind, liberal and proud","['Human potential and psychology of all types progressive politics', 'Working out/fitness', 'Dancing']","Trained as a psychotherapist, I am now retired from regular, salaried employment as a group facilitator, trainer and organizational development consultant. I set my own hours. I study evolutionary psychology and relationship issues. I facilitate a workshop about male-female communication. I wrote and delivered a curriculum on positive psychology and happiness. I am still engaged in some group psychology and consulting/work, in the community solving problems, and help people think and make decisions together. I write, and in process to launch a blog. I am very involved in issues of wellness and functional medicine. I love to dance (and regularly do), workout at the gym daily (have strong community at downtown Y), watch movies and exceptional TV, attend dinner parties, lectures, workshops, hike with friends, discuss issues of the day and have good conversation. Ride bike around town lake. I play golf with a few buddies. I am involved with and attend various theatre and performance art events. I know how to listen and bring you out. I also have a lot to share. I am curious about everything. I am part athlete, part intellectual, part provocateur, part spiritual seeker, part psychotherapist and playful boy. I am reliable almost to a fault - I am a sensitive and strong lover/romantic partner in all respects. I am a former professional massage therapist -- I still have my table and can share this with my partner. I am proudly from the Midwest and a graduate of the University of Kansas. BIG college basketball fan. Oh, don't have pets but adore animals!",Non-Smoker with Athletic body type," Austin, Texas ","69 year old Male, 5' 10"" (178cm), Other",Caucasian,bluesdancer is looking for a relationship.,Graduate Degree,Free Thinker,Group Facilitator/Trainer,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Single,No,Blond(e),Blue,Yes,No,Over 4 years,Ambitious,No Pets,,69,M,Virgo
match_944,5d89be1b508ace52538d8b2d,redtoucar1,I am here ready to have some fun,None,I like going to the movies and taking long walks. Just snuggling on the couch.,Non-Smoker with Average body type," Jarrell, Texas ","55 year old Male, 5' 9"" (175cm), Other",Caucasian,redtoucar1 wants to find someone to marry.,High school,Hopeless Romantic,Custom cabinets maker,Woman,Long Term,Not Completed,Not Completed,No,Prefer Not To Say,Single,No,Mixed Color,Blue,Yes,No,Over 10 years,Very Ambitious,No Pets,,55,M,Pisces
match_945,5d89be1b508ace52538d8b2e,greeneyes.2014,Don't miss out on this great catch!,"['My interest are many', 'Some are described in the description section', 'More you will find']","I am a Project Manager for one of the top 10 companies here in Texas. Golf, fine dining, darts, billiards, movies, landscaping are some of my hobbies, actually to many to name them all here. Very adventurous and like to always be doing some kind of project. Will be starting another business soon, not quite sure which field at this time, probably in outdoor design & construction. I find setting goals and then accomplishing them very rewarding. I am a ""go gettter"" and get bored with idle time. While staying busy is great, I do enjoy relaxing and taking it easy with that special someone. Looking for my soul mate / a best friend for life. I am fond of energetic women, and I like to pamper, please, and suprise my lady. I believe that being spontaneous is fun, as well as planning out the perfect times to spend together. Giving love is as much a pleasure to me as receiving it, maybe I'm a hopeless romantic--> I think a good relationship depends on this…Helping those who are less fortunate makes me happy, charities and volunteer work are rewarding to me.I hope to find that ""special someone"" soon, good luck to all…",Non-Smoker with Average body type," Hill country village, Texas ","55 year old Male, 5' 11"" (180cm), Christian - other",Native American,greeneyes.2014 is looking for a relationship.,Some University,Adventurer,Professional,Woman,Dating,Not Completed,View his chemistry results,Socially,Want children,Divorced,No,Brown,Green,Yes,No,Over 10 years,Ambitious,Dog,,55,M,Leo
match_946,5d89be1b508ace52538d8b2f,chrisedward774,LTR,"['Swimming', 'Beach', 'Travel']","I am a very nice, caring, faithful, loving, kind man. am also very romantic, intelligent and i have a great sense of humor. i am hardworking too and i am currently putting in all my best i can do help me achieve great success in the near future. meeting a wonderful woman here will help me come together with her to bring ideas together and achieve greatness in the future. because i strongly believe in team work and sharing ideas to achieve success. i also very good when it comes to treating women. because i always try to pamper my woman and always try to make her happy at any giving situation. i am very good at poet also. so i always create sweet and nice poems for my love ones. and as at now, i have compiled a lot of them for the wonderful woman whom i am going to meet here by goods grace. i also like having fun a lot and helping others who are in need too. just get in touch and you will get to know a lot about me as time goes on and we move together",Non-Smoker with Average body type," Cibolo, Texas ","55 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,chrisedward774 is looking for a relationship.,Bachelors Degree,Hopeless Romantic,self employed,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Grey,Hazel,Yes,No,Over 10 years,Ambitious,No Pets,,55,M,Aquarius
match_947,5d89be1b508ace52538d8b30,tbein60,"I am here for the real deal, no games.","['Playing pool', 'TENNIS', 'Swimming']","I am easy going, hardworking, successful, tall, romantic, affectionate, I love traveling and i am lucky to have a full and varied life, I am a very happy person....with a great sense of humor, I like to see and make people around me happy...I am very independent, financially secure and stable. I am quite active, i enjoy working out and staying fit....I take good care of myself.",Non-Smoker with Average body type," Austin, Texas ","60 year old Male, 6' 2"" (188cm), Christian - other",Caucasian,tbein60 is looking for a relationship.,Masters Degree,Adventurer,Executive,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Grey,Blue,Yes,No,Over 10 years,Very Ambitious,Dog,English,60,M,Scorpio
